x,y,z,c,t
581,1360,1022,1,0
2046,894,2163,7,6
2253,2374,956,8,3
1685,2182,774,2,2
946,785,527,2,1
2366,974,1408,5,2
230,714,1652,6,4
1447,48,329,8,8
1567,1781,1221,2,1
695,1468,2376,2,2
1875,1830,77,0,0
948,2234,1728,2,1
2308,1930,211,2,1
594,143,942,2,1
95,902,689,7,5
1035,359,1287,8,6
650,822,1247,7,5
1311,172,371,8,4
132,1545,783,13,5
1194,2092,395,7,12
548,1671,426,3,1
1376,811,2005,6,2
1279,632,1256,7,4
2052,392,516,1,0
1349,2112,1312,3,2
2183,811,1497,1,1
2328,1348,1913,8,3
1972,2175,291,2,1
1418,1697,1295,5,4
1609,1621,648,3,3
1815,464,2035,6,6
962,889,1906,4,6
2200,595,370,3,1
1592,1630,39,8,2
2205,1915,1859,6,6
511,2494,1232,6,5
162,812,114,8,8
150,1404,2261,3,2
932,774,1920,7,5
1534,1644,1732,8,4
1474,1487,1394,4,3
663,1860,353,2,1
125,923,910,7,2
364,1832,1190,5,4
1714,1375,3,4,3
1336,2373,2472,4,4
2431,183,614,7,8
771,2127,1537,3,3
2388,2207,432,6,3
16,1592,1346,0,0
1549,917,2074,2,1
1429,1967,1471,6,4
746,2233,227,3,2
342,973,1187,8,9
549,786,2099,8,8
1847,378,922,6,4
1075,2124,178,9,6
1921,1044,1607,8,3
603,1941,1771,4,3
1541,2425,1607,5,3
1136,818,274,6,3
1329,1539,1693,6,8
1149,1216,895,3,2
848,2098,1778,1,1
475,1243,1899,6,3
1780,2338,501,3,3
220,1924,487,4,2
2278,850,850,7,6
2224,1917,1799,8,5
1670,1606,1800,1,1
359,687,2369,4,3
634,175,2500,8,2
2457,1711,2090,7,4
642,710,1811,5,5
1700,850,593,7,6
743,1618,556,8,6
407,2009,2071,8,4
476,513,1333,4,1
2370,1617,805,2,1
115,1640,2135,9,6
571,1529,1343,8,4
15,1310,1592,4,2
1814,65,1671,5,3
15,911,1544,2,3
2177,1456,1206,5,5
2456,83,1731,8,2
669,1098,2010,6,5
1375,843,934,3,2
517,1271,1984,7,8
1101,1936,1604,5,5
1278,197,505,7,4
1000,1599,1025,7,5
1733,1462,2419,7,4
410,500,879,8,10
77,1920,2320,8,4
1758,998,716,6,2
1949,2192,1671,3,1
213,940,1901,2,1
1139,1774,2377,8,7
1888,366,514,4,2
1409,1481,2077,3,3
1612,1348,492,3,2
1813,2069,1276,7,6
294,488,298,7,4
1311,1509,2139,6,4
1999,667,2269,8,7
2493,2307,9,6,3
2259,9,1881,9,9
590,1384,2001,7,9
13,740,1204,6,7
64,871,729,4,1
859,1215,2338,6,4
1770,133,1909,7,6
2332,2386,2269,10,9
397,1034,651,8,6
1255,1726,1738,4,2
1231,2141,1197,6,4
415,1633,2240,6,3
78,1927,2219,3,2
784,1309,1770,8,4
782,688,2409,8,3
1642,923,1086,6,3
1842,1181,405,8,7
2130,1680,1969,4,3
2475,568,873,5,3
1650,2481,2023,5,3
990,336,1616,2,1
772,1895,1362,6,3
344,908,663,0,0
1848,1256,798,6,4
1589,1882,326,4,1
588,1818,1420,6,4
2359,1851,1644,4,2
1731,1741,1759,4,2
1590,891,979,5,4
2460,762,1702,5,3
981,1025,1941,4,2
2367,1941,487,6,2
1666,918,78,7,6
820,496,1239,5,4
2264,591,2233,4,3
1791,2467,1483,2,2
2321,527,2084,1,0
161,2238,1514,7,3
922,1901,1655,6,7
313,1679,2000,6,9
2084,1365,420,3,2
320,627,91,6,2
1623,1961,105,5,4
754,714,2124,8,3
1467,1610,1870,5,3
1043,1587,267,4,4
2422,567,787,2,1
1428,675,1244,5,2
987,1165,315,2,1
642,1699,1978,7,2
68,383,1937,5,1
2207,1427,124,7,5
1955,377,674,0,0
1386,1416,2215,2,2
1578,2483,2055,0,0
1051,618,1066,2,1
1552,615,489,4,4
895,222,546,8,4
382,2250,781,3,1
551,211,2151,2,1
2072,1518,781,9,7
2023,2182,1209,6,2
246,1017,362,8,2
1110,928,721,5,1
1913,2387,120,2,2
2349,2036,1648,2,3
1744,103,2007,1,0
658,536,1198,6,3
1899,1079,1509,9,4
271,1455,2186,5,5
454,1296,416,6,4
2168,313,31,4,2
2256,1554,1785,8,3
532,897,1009,7,1
2454,1746,2419,8,1
1929,693,1688,6,2
2214,905,1493,6,6
1870,1197,233,2,2
2433,2197,50,4,1
142,432,1953,6,5
870,1444,1802,4,4
946,509,1050,6,3
2083,640,1708,6,3
330,1376,2406,3,2
117,427,1075,7,5
351,238,857,8,4
2208,2487,149,2,2
2231,1922,2172,8,5
24,2448,1997,2,3
1701,2130,2252,5,3
457,1625,1935,3,2
1382,2300,1022,4,3
1275,822,896,4,2
951,335,501,8,5
898,2054,1351,4,2
885,1460,2305,3,2
1686,2129,66,4,1
1005,625,1639,8,5
490,1452,1840,3,3
866,888,2242,9,5
1333,742,1423,8,4
1510,2238,265,8,5
995,573,1232,5,2
744,1333,982,6,4
78,2289,1252,7,8
1869,140,1502,5,5
641,1306,208,4,2
2196,1196,1857,8,8
104,549,360,1,1
1013,2258,194,2,1
1772,704,1225,4,2
1043,2291,1882,5,4
1201,278,1150,3,2
999,1227,563,4,2
728,1491,1847,7,4
2436,986,819,7,3
779,1061,2489,7,3
497,1684,1439,6,2
1322,831,2025,4,3
294,407,2045,5,2
1214,194,2268,7,6
948,1920,1141,6,8
1693,740,2176,8,7
547,1459,1602,8,3
1211,1559,754,1,1
1960,2040,2118,4,2
1105,1255,352,7,3
2000,862,505,3,2
1264,693,1523,4,1
1215,1743,939,4,4
2266,333,939,8,7
1932,2490,1143,5,4
2236,348,919,5,3
1042,347,1140,8,6
2035,193,1561,6,6
2462,2172,256,8,7
250,1667,1434,1,1
950,206,585,0,0
175,344,1204,5,5
953,716,1605,7,4
1329,1472,2036,3,2
1995,1121,1349,8,6
1480,604,2051,5,5
1385,2109,1991,8,8
1668,331,1301,7,7
1964,2060,154,5,3
2458,1539,1021,7,4
314,1398,1965,8,6
917,985,535,3,3
1156,2472,932,8,9
1481,2288,2454,4,4
1168,663,2241,8,7
546,2010,575,8,6
2317,622,124,8,7
2073,839,1189,7,5
1248,2124,1463,5,7
576,672,1520,2,2
1334,1600,655,8,10
1638,1406,957,6,4
2355,187,1119,1,2
157,1493,561,5,2
504,2309,56,0,1
2210,77,294,3,3
1918,279,1223,6,8
1311,977,2001,3,1
310,2257,1247,6,2
512,2053,209,1,0
1975,587,102,3,2
1643,2239,2159,4,2
1791,1253,2306,6,4
2385,174,2127,5,1
651,903,558,5,3
511,309,1715,5,7
923,2496,2467,7,3
1163,946,2303,6,8
757,2292,2032,6,5
1537,1941,1482,5,3
1076,472,1778,6,4
836,1733,880,3,1
2351,590,2177,4,5
2102,763,1180,5,4
481,1337,1015,6,4
619,2067,919,6,6
1555,1973,1048,4,3
1661,1673,1211,4,2
2414,824,299,2,1
1205,2500,1664,2,2
1131,586,889,5,3
60,1494,1226,4,3
1011,222,2421,8,4
2044,294,760,3,1
849,1141,828,8,5
878,2497,554,6,6
1915,27,346,8,5
1153,1128,2157,6,3
1677,2446,1622,6,4
483,2355,578,7,4
2311,1644,359,3,3
523,917,1658,2,1
2350,1891,1167,9,5
1877,2029,428,6,3
1842,540,2074,5,2
1028,2215,843,1,0
1212,1978,2,7,3
448,1223,1714,9,3
460,1962,270,5,3
1845,1435,1199,4,4
820,2100,993,4,2
1137,1946,1940,4,3
1361,531,1224,4,4
1446,1471,477,3,4
1512,2485,1310,4,1
456,1168,2451,6,3
1630,1125,487,6,3
464,42,1986,3,3
1276,1924,1287,6,5
2049,2220,671,7,1
268,2170,2345,7,3
609,672,1109,2,2
1078,1826,2386,6,5
403,1087,665,8,2
309,1107,2438,8,7
851,1930,2384,8,4
1933,2023,449,5,3
2285,604,65,6,2
1790,308,1293,6,2
1548,327,2103,7,5
380,172,2012,7,3
1191,2069,676,6,2
383,203,661,4,0
2238,1830,151,5,3
191,2402,2289,7,3
985,1204,912,5,2
945,534,1665,4,1
2395,2418,1291,8,2
2090,891,2077,7,4
980,1891,1472,8,4
2022,2346,111,6,5
2089,1125,702,5,4
1691,2306,180,7,3
843,1532,1035,8,3
53,1700,1921,5,2
2170,53,987,3,1
2283,2016,1186,6,4
2305,311,1769,5,3
499,1531,2162,8,8
1086,2042,1631,4,1
826,80,245,7,6
1186,1469,345,3,2
439,1830,139,7,2
2205,1846,2400,6,4
131,1467,1474,6,7
1255,2184,372,8,6
2215,1344,2192,6,3
1722,1271,1730,5,4
317,2419,1664,3,2
138,2137,1615,5,4
467,2500,2085,4,1
1453,2437,79,3,2
879,1806,485,6,6
766,2057,1399,6,4
1961,1688,2200,8,2
1165,2282,1829,5,4
2403,2416,1426,7,4
2057,2013,1933,6,5
1667,70,1681,6,6
920,2155,2073,6,3
1535,338,458,6,4
1643,1065,1392,1,0
1811,1846,2178,5,5
812,1149,975,8,3
1790,371,865,4,1
283,614,1153,8,12
1796,1419,1575,2,1
2150,1629,468,5,3
1152,119,2405,7,4
2282,823,1704,4,3
691,1183,200,7,6
1451,1608,707,8,5
1927,2207,1855,5,4
1605,1466,284,8,3
1324,2405,1975,8,4
1082,2291,489,5,2
1784,1422,2126,3,2
359,44,2434,7,6
359,2168,2382,1,1
111,1749,637,8,4
639,2309,1003,6,4
1695,741,607,7,5
258,1074,124,8,9
428,1251,1734,2,2
1955,749,2308,7,5
2405,2208,1164,8,4
1741,1103,1517,5,2
373,1854,1929,4,2
353,1814,61,7,5
1024,1486,1144,10,4
2405,2210,2474,8,7
312,925,2443,9,10
1431,874,1692,9,5
606,789,1919,5,1
1327,1501,1920,3,3
1382,540,17,4,2
508,777,1806,1,1
1452,1842,409,4,2
890,1958,258,5,2
1349,1633,668,5,3
1776,964,1258,2,2
649,63,1592,7,6
1175,19,908,15,4
51,127,863,3,2
1970,1524,1908,1,1
2295,994,1061,2,1
1265,2487,2248,8,10
411,1596,1317,4,3
837,1427,1566,4,3
2135,775,504,4,2
1166,41,1818,3,3
1717,120,188,6,3
909,2231,1649,7,5
1187,226,678,6,4
1813,673,95,6,7
215,875,2079,0,0
597,75,289,6,2
856,1052,797,8,6
2434,402,648,4,4
2377,2047,140,8,6
170,2000,1834,2,1
1577,845,1544,2,2
1819,1289,490,8,5
2490,520,977,5,1
1520,319,1136,6,1
1284,2240,508,1,0
1756,227,486,8,3
1400,412,1858,7,6
1861,1509,1470,4,1
1121,2433,2106,8,7
1916,2134,476,6,5
1869,727,1723,4,3
2120,444,2035,3,2
323,2494,1432,8,5
2469,2027,15,4,3
1145,1674,1788,2,1
865,2357,311,7,4
56,1683,78,4,2
2118,2031,1234,8,3
651,1158,10,1,0
914,792,1538,6,6
1857,1160,667,4,2
308,965,1965,7,6
1922,1672,1022,5,5
1632,1519,1504,8,4
605,243,2352,4,1
452,1928,2316,2,2
2293,1542,792,4,3
314,187,678,5,5
1834,491,1110,4,3
798,20,525,7,8
1002,914,1460,4,2
20,2244,18,4,2
1043,933,2239,4,4
2081,1589,1899,4,2
1594,365,215,7,2
282,964,1954,8,11
721,1006,1256,5,4
2476,1844,330,7,0
1610,725,1887,7,8
466,1755,1599,8,6
1169,534,2440,3,3
609,1914,1940,4,1
2335,1980,1016,6,5
1881,1087,1229,6,1
1422,1329,1312,8,4
211,405,430,1,2
1951,1911,895,7,4
238,967,1121,3,2
1149,1133,1721,8,5
1383,122,1280,8,5
2466,42,1683,8,5
1683,2374,1668,6,8
1531,1000,2366,6,6
975,366,403,1,2
51,760,1040,8,5
1266,675,227,6,9
1864,712,1604,8,4
1397,533,634,3,2
223,1091,2210,7,1
1808,572,2139,2,1
2398,865,924,5,4
1982,971,2489,8,5
404,596,155,4,2
1096,493,37,4,3
1145,190,958,4,4
1672,666,2310,6,8
1978,2130,228,8,3
1473,2265,1711,8,4
1522,1712,2035,1,1
424,1036,928,6,2
1143,1255,780,4,2
2142,1205,1810,5,3
26,69,95,4,3
460,542,945,7,2
1305,553,1973,2,1
1895,1224,2330,8,6
85,1942,401,7,5
1047,2116,364,4,3
638,1466,1996,6,5
358,57,1197,1,1
1122,1363,1249,1,0
1119,2232,1565,7,4
541,1274,1930,2,1
1730,1721,640,4,3
925,698,1380,5,4
1657,203,558,8,8
1025,806,2055,6,5
149,745,1289,6,6
451,1202,1467,5,4
2220,958,1807,8,4
988,1636,2054,8,4
2460,97,1255,5,5
135,2172,2407,1,0
989,1518,1944,8,7
1257,762,1407,7,3
1477,814,1197,7,3
2121,2471,142,8,8
1789,1674,1961,8,4
1096,1091,2017,6,4
2007,2453,1380,6,8
1652,1716,1609,6,3
383,1313,747,8,5
2484,604,2143,7,5
2135,264,1171,8,4
1606,2405,2496,8,11
441,2088,1224,4,2
716,667,2409,7,4
873,538,662,2,0
1189,1673,1110,3,4
311,1505,48,8,9
721,1917,2107,8,3
1574,576,249,6,6
1054,527,1248,2,1
390,1000,521,6,4
1966,1321,1403,6,4
305,2288,811,8,4
531,846,458,0,0
2038,1657,976,7,3
754,1960,1640,4,3
2030,2004,1123,6,4
1742,327,1668,1,0
2438,1322,178,8,9
740,921,2379,5,1
2160,1008,1382,3,2
654,702,383,5,3
337,66,756,8,6
36,417,2299,6,4
167,2176,235,7,4
42,831,2045,5,2
572,908,621,8,11
1708,732,700,4,3
1386,1154,1938,7,6
1231,1620,230,7,7
790,1758,515,7,6
488,193,428,6,3
1704,1034,1916,6,4
2007,1987,1601,2,1
1310,1935,300,3,3
28,1052,2420,8,3
384,894,1521,7,3
1589,233,1794,6,3
1708,923,20,0,0
962,208,789,8,10
419,1575,1977,7,3
763,551,679,2,1
1343,705,2366,4,4
2043,2218,1398,2,0
1190,1113,2378,6,3
2389,1019,1010,11,8
1221,2443,801,8,4
374,2382,2235,6,2
201,310,707,6,3
1255,289,903,4,2
1388,657,78,5,1
2135,1724,13,1,1
807,235,1267,8,7
1018,197,2247,6,3
213,2290,2321,2,2
1727,1752,744,5,6
648,721,1390,2,2
2278,8,1256,6,2
830,39,846,8,5
1242,77,231,5,5
1121,853,942,2,2
1450,2260,969,6,4
124,1224,2454,5,5
1269,109,997,7,3
992,583,2409,4,1
1336,519,2380,8,12
2354,32,2469,3,2
2076,225,703,3,2
1701,1775,179,4,2
788,471,238,7,2
1574,919,1855,6,6
347,815,337,0,0
437,1569,1745,4,2
1317,819,2328,0,1
1374,1007,2034,5,4
2441,1840,2222,6,4
1338,771,771,8,3
2149,743,722,8,11
2429,280,1272,3,2
1787,447,929,1,1
2073,2204,652,3,3
2372,1655,1926,5,2
650,287,1253,4,2
1932,627,389,8,5
1426,878,948,7,3
1697,1898,2432,5,1
1032,2346,779,6,5
1923,1633,300,6,2
2189,2428,1242,7,5
1259,1115,528,7,5
1894,920,2339,6,2
950,406,1370,6,5
1507,1466,964,7,6
457,1025,557,6,4
1136,565,1303,1,0
120,2255,1278,8,6
1338,513,2234,1,0
499,1515,2407,8,4
1213,2394,197,6,0
1147,1908,2450,7,4
2061,1276,1420,2,1
1600,2162,1747,5,2
170,1631,1518,5,0
611,1376,2347,4,2
1501,1634,724,4,7
922,1400,306,4,3
667,1802,1858,3,2
1459,1784,1297,6,5
875,2497,27,10,11
823,1558,380,6,5
1033,203,1890,4,2
2354,1185,230,6,3
1009,709,793,8,3
2150,188,1306,2,1
2109,2290,445,6,5
1671,1883,687,6,5
1885,2233,2454,6,5
231,846,1844,6,4
757,819,2102,6,2
106,2180,2168,6,5
2272,2471,124,6,2
425,942,1087,4,1
853,2327,1394,4,3
484,569,2495,4,1
673,774,1250,3,3
2126,1225,1852,4,3
2357,469,2015,5,6
1482,137,1446,6,2
448,2279,2391,5,3
1497,1597,40,4,4
2477,469,1468,5,3
1642,1065,1330,8,9
1784,28,1970,8,3
1881,207,699,8,5
1947,282,849,7,5
1713,491,78,8,4
903,631,2017,6,3
244,1995,1718,8,7
831,2449,1427,7,4
1877,912,277,7,5
304,2297,1813,8,5
1103,347,1618,5,5
617,1110,1133,6,2
1927,4,1837,6,2
1893,892,1164,4,5
553,1442,1122,3,2
1363,76,395,6,5
1360,416,2378,8,5
1640,1677,681,6,3
140,611,1582,6,6
2074,1447,279,6,3
1915,2004,832,2,1
2084,658,1702,4,3
1748,71,1652,1,1
673,2339,1387,8,5
1812,135,927,2,3
394,1903,2418,3,2
900,582,795,8,6
1858,1198,1103,8,3
2411,2388,615,4,2
287,1297,2295,2,2
2246,2009,1969,4,4
660,78,609,5,4
927,1382,1853,5,5
1176,1442,29,1,1
338,2047,615,2,2
1349,858,2269,6,6
1453,1488,1774,7,5
992,1978,2299,8,4
1178,1304,953,6,1
64,2290,1264,6,5
1100,50,1795,7,3
969,1998,2320,5,3
2498,1357,2034,7,3
2002,1702,646,6,4
320,848,1014,7,5
1445,1581,1011,7,3
35,1297,2193,4,1
2279,642,665,5,2
268,1431,1050,8,5
900,462,1663,1,1
1162,2213,1397,6,3
2079,2190,1950,5,4
509,246,106,7,7
1136,1468,1852,5,1
1170,1235,119,4,2
1380,1730,494,7,6
2352,48,1559,5,6
1116,1740,2368,5,3
677,2163,675,7,4
1914,2062,422,4,1
2053,2429,2449,6,2
343,1699,1886,6,4
1125,1350,298,5,3
1880,427,1008,3,1
1342,2161,1400,5,2
233,2304,2424,2,2
968,385,1638,6,2
1858,1977,1403,5,3
1642,124,1525,3,2
1187,2221,248,6,4
907,1711,274,7,4
572,2150,400,1,1
1241,152,559,6,3
1345,1814,707,6,4
1836,2233,58,6,7
1893,1607,138,2,2
2237,254,1239,8,7
1171,1422,701,7,5
1893,2474,474,3,4
2023,675,1797,8,5
1853,2244,1906,5,3
624,1659,1040,6,5
1814,2257,2341,4,2
1642,1908,334,6,7
1615,721,31,3,2
310,1911,801,6,3
100,765,1507,1,1
1146,2335,1927,8,1
31,289,1424,7,2
253,2004,341,5,1
1217,1759,1192,8,5
735,1348,1095,3,3
2288,431,1154,5,3
109,863,2154,3,1
2138,2313,1270,4,2
1816,1838,261,2,3
427,1888,311,2,1
1023,2309,1355,4,2
2487,681,902,7,5
2356,989,212,3,2
507,204,633,5,2
1495,1131,985,4,2
1764,1338,422,9,6
1213,810,1944,6,1
1905,172,2152,2,1
518,2203,1740,3,3
2135,2104,2147,1,0
176,1300,154,2,1
56,1283,1547,6,4
2395,886,1062,3,2
2008,1993,1559,2,1
1790,1180,452,6,2
447,1899,1228,8,12
1564,969,1085,8,10
1435,1282,1658,4,3
131,538,1210,8,11
2471,785,1047,4,2
1340,2490,1761,1,1
1637,2134,1028,8,6
1076,46,625,1,0
1897,593,2296,5,4
157,1303,1914,5,4
1934,2175,682,8,6
2384,949,936,2,2
422,2120,1065,3,2
1390,2223,255,6,4
624,2101,887,8,5
852,1235,46,5,3
582,610,2025,6,2
1007,1227,1627,2,1
1644,1142,429,5,4
142,1740,2313,5,3
435,2412,2108,5,5
2288,1959,1966,5,5
2484,1605,2316,1,1
1477,52,1005,7,4
2295,1192,730,3,2
340,1065,1641,6,6
2170,2203,1222,8,4
1463,1199,1362,4,1
1439,256,2304,7,3
1613,1297,711,4,5
2350,384,2271,6,3
3,647,1019,3,2
2151,1902,2324,6,2
200,2258,115,8,4
945,1413,1110,5,6
88,1472,976,8,5
174,688,1578,5,4
888,103,607,6,3
2273,109,134,8,4
481,1379,2047,7,4
177,647,1413,5,3
1025,752,1588,5,4
1523,2260,1745,5,2
456,573,42,6,3
1246,1836,1781,8,7
2364,1752,281,8,8
995,681,2122,1,0
399,243,1619,1,1
2221,407,1272,4,3
1615,2330,685,6,4
584,1080,250,6,4
192,1777,2365,7,4
1663,1451,1270,6,6
1567,272,1193,5,1
2158,2407,1996,1,1
1277,1079,1966,7,4
190,2445,34,2,1
472,2292,398,8,7
1619,2069,1937,11,3
1553,61,1844,7,3
1649,256,613,6,5
931,1109,426,10,8
1467,18,1652,8,4
2276,759,995,3,2
1846,2443,803,4,3
1787,226,1214,0,0
1332,1641,1950,5,6
1704,46,344,9,9
1108,1236,2004,8,5
581,2397,559,5,2
1030,1712,522,5,1
747,1366,364,0,0
73,1224,1275,6,2
422,1085,561,9,5
1727,445,2429,4,4
1763,1777,1977,6,4
711,607,242,5,8
2227,2319,1079,3,2
261,550,1782,3,3
1707,312,1846,0,0
238,2428,1553,8,3
1106,1311,1269,6,3
99,328,252,3,3
702,1333,881,6,4
885,2103,1548,6,1
435,1827,101,1,2
1095,2059,172,14,6
403,1063,1867,6,5
402,652,1715,1,1
1892,1584,411,8,4
2488,2398,846,7,6
39,720,2166,8,3
349,1462,1908,7,4
527,1178,1436,6,1
2116,854,83,3,4
310,2489,225,4,2
555,1885,1027,0,0
2162,1778,2173,6,5
1719,942,1922,8,5
520,2008,2279,4,4
1342,1107,979,4,3
224,2397,1804,8,3
59,96,1585,6,2
373,1776,1018,8,8
1442,787,781,6,4
784,1729,1077,7,5
784,198,146,5,3
977,2179,201,6,3
1885,1681,2033,5,7
539,1731,1147,5,2
479,2218,942,7,4
1574,1524,2454,2,1
2240,428,519,7,7
2291,223,190,7,1
1992,1986,1913,5,2
1047,814,2457,6,5
2034,1553,969,8,3
1200,1833,2367,8,4
47,1804,208,6,1
1406,891,1147,4,2
1005,2103,1827,8,13
1627,2123,1525,5,3
1722,1212,927,6,4
1641,1755,1002,5,1
103,935,1782,5,6
2067,2296,2160,5,1
1721,1453,608,5,4
847,2237,1162,3,2
1597,1697,1677,8,5
1245,1790,2257,5,4
1723,1629,2442,4,3
1499,352,749,7,3
2011,387,1776,4,3
1072,1515,1986,8,5
2059,1237,638,5,3
1785,274,1157,7,11
1278,2211,411,3,2
1232,1294,998,4,4
963,207,539,4,4
2423,2107,2307,8,5
1369,2100,2232,5,2
1880,988,658,8,3
552,2069,1343,5,3
1055,2433,1439,8,5
1156,1385,757,4,1
2202,2419,904,4,2
339,2472,2033,0,0
1733,172,1470,4,2
1661,2419,310,8,5
1421,2253,1040,3,2
331,793,844,4,4
1939,293,1620,2,2
74,81,1755,4,1
1162,968,2442,8,4
707,2205,1437,7,8
139,437,2179,0,0
221,1806,1564,7,4
1048,803,2055,6,4
742,2142,1553,8,3
122,2430,2205,8,4
387,1320,1071,8,8
392,264,2195,6,2
1904,2387,2273,1,0
2337,2222,388,5,3
2071,247,358,8,4
1485,499,727,4,2
1834,249,2040,5,6
175,870,1523,7,10
258,1775,1898,8,5
1590,234,1064,4,4
1174,181,1260,5,3
842,650,1401,4,6
1384,242,1210,8,6
188,399,2014,5,2
292,49,720,8,6
806,2431,2305,3,3
200,1347,1857,7,2
1771,1322,1459,6,5
1174,1750,222,3,2
2442,786,1697,1,2
1554,433,1230,6,7
23,604,2404,6,4
1801,178,606,8,7
1379,930,1692,2,1
2378,807,2150,7,9
1013,2265,778,6,3
2449,468,541,7,5
1253,2172,500,8,4
1858,1644,898,7,5
763,617,783,6,3
476,2367,2110,5,3
1724,350,2318,2,1
16,589,2310,5,2
2412,471,1844,5,3
2278,2411,997,8,4
1413,1551,198,7,4
517,1162,1716,2,2
2444,1559,231,8,2
1341,2113,1423,4,4
1932,1671,73,6,2
1687,95,1079,3,3
1454,604,1032,9,7
695,1991,1764,1,1
1413,2306,2424,7,5
1194,1565,2098,5,3
1583,254,1529,0,0
170,1338,1631,6,0
1172,185,2374,7,5
1930,1812,1957,5,4
91,1606,1240,7,5
942,1599,978,5,3
1958,140,1909,7,3
829,2498,2250,8,5
427,316,719,6,6
1030,1403,981,8,6
1243,747,275,8,3
1270,379,1799,6,1
1540,482,1523,4,3
2312,1810,2155,6,5
1838,115,237,8,7
929,275,558,6,2
879,1670,2454,6,3
303,1341,1212,4,5
1372,2089,2486,7,5
420,2216,1745,10,10
1606,1790,1011,4,1
77,844,1011,1,2
2124,2014,661,6,2
215,2249,530,6,5
2499,527,2136,2,2
531,1663,1928,6,4
1731,147,1659,8,3
1743,1419,454,7,9
1922,254,410,8,2
1196,1115,710,5,1
1525,813,129,7,7
196,139,2175,5,3
812,1103,1632,5,4
1686,1966,1814,5,3
1341,326,982,7,3
1069,68,2371,3,1
241,221,947,2,1
769,2433,634,4,2
2041,1510,2441,4,3
689,1503,2017,6,4
719,8,1931,4,1
2161,168,2085,5,2
799,1662,2463,6,6
480,1590,1502,8,5
467,398,1556,5,3
2334,1790,2134,1,1
1351,357,2330,8,5
1948,650,447,2,2
2083,411,22,3,2
557,1920,411,3,3
1660,580,636,4,2
1087,758,393,4,4
1704,1418,2325,4,2
1620,1988,1599,7,6
1195,1782,195,4,2
2410,1198,1369,7,6
1322,1426,1295,8,6
1341,624,1537,7,1
459,581,1607,8,3
1650,1313,299,4,4
1876,1615,1561,6,2
852,1385,1217,5,2
2359,1730,1767,8,4
2336,1853,629,2,1
1426,2457,1032,6,4
1819,2363,325,8,6
1369,1835,1779,3,2
1949,2498,1454,7,6
927,417,151,7,3
318,523,1952,6,3
2448,168,1467,2,2
2008,2092,934,3,2
1643,956,1230,8,7
852,501,751,5,1
752,587,488,6,3
2422,2296,771,8,8
1383,365,1871,6,6
892,1397,2006,3,3
919,1957,1704,1,0
1042,1766,1431,6,5
145,1223,1757,7,4
2423,446,558,7,2
2112,29,1320,4,3
619,572,871,7,2
1908,2358,719,4,1
2294,56,1298,7,2
760,2054,827,5,4
351,1323,264,6,10
2232,880,765,1,1
1311,260,1797,8,4
2406,1380,563,2,1
60,350,1886,4,3
642,2286,1064,6,2
339,418,77,6,4
517,1079,2230,4,3
2065,1620,792,4,3
1518,481,1760,3,1
364,670,1146,0,0
1973,1945,723,4,3
463,1395,2018,2,1
1137,2295,486,6,5
178,433,781,8,3
1011,2270,1820,7,5
353,2284,2470,8,5
1071,1611,260,2,3
916,296,1688,8,4
544,281,2277,5,5
1750,1520,997,7,6
1388,1317,1465,4,3
2322,387,1488,1,0
320,1321,197,6,3
1881,1574,156,1,0
317,593,1973,7,6
481,416,61,8,7
2204,1620,129,8,9
490,1930,1397,5,3
1059,2471,110,3,2
2398,2411,532,7,7
132,955,309,6,5
755,377,297,6,6
1666,1369,291,4,2
2224,188,2346,6,3
1329,1506,2412,6,3
2335,2141,143,3,1
279,1510,2131,7,6
167,617,2096,7,5
1083,1961,311,4,2
2378,750,2416,8,6
2123,1457,1121,7,2
1002,216,153,5,3
296,52,2472,8,10
1626,1118,2320,5,2
1702,1090,161,6,6
1763,205,1971,4,5
1749,1821,1802,11,8
11,2266,717,4,2
1191,2252,958,7,3
1814,146,376,6,3
835,2090,1894,7,6
1240,1547,1554,2,1
1572,2290,2226,7,3
1238,1505,2280,8,7
2313,1854,705,5,3
2425,1517,655,5,6
1590,1864,2414,8,3
422,1342,459,6,2
1301,2276,50,4,5
855,2046,2289,4,2
73,1468,811,7,3
1605,1537,486,7,4
1844,783,1959,3,2
946,1719,1535,6,3
966,1102,2484,7,4
1692,1363,509,4,3
1054,2078,770,8,5
2336,2489,415,7,4
901,2077,895,5,2
302,124,253,5,4
1089,1547,140,4,4
1209,1378,1612,8,4
556,1953,1483,1,1
1221,595,1194,7,3
1602,1071,308,8,6
920,1124,168,4,5
1920,868,128,5,2
753,2202,1019,7,6
2353,167,924,6,7
299,2283,213,5,1
1012,1293,541,7,5
2032,2371,2476,4,2
426,424,2426,7,2
1336,1067,1606,3,1
1873,387,284,6,5
1095,182,1805,5,3
1987,2111,1624,2,2
77,1031,2297,8,4
1886,628,1308,6,5
2132,795,1827,4,3
2018,883,2115,8,8
1209,481,1397,0,0
1014,1489,883,6,4
1206,2425,824,4,4
573,1363,501,5,4
225,1162,258,8,4
828,1147,768,8,6
1236,247,1479,6,3
1619,1162,794,8,6
2431,1782,2238,7,3
535,1471,2200,7,2
2124,1480,2226,8,7
600,943,51,6,4
2006,2133,1815,3,3
46,2080,281,8,3
1459,1890,1793,7,4
967,892,80,8,4
1821,823,11,5,3
990,2029,1501,3,3
702,408,2323,4,3
255,2081,2416,6,5
